HGNC symbol,Chromosome Name,Gene Start (bp),Gene End (bp)
HOXD8,2,176994422,176997423
RRP7A,22,42905974,42915808
PATE2,11,125646008,125648714
CHAT,10,50817141,50901925
C4A,6,31949801,31970458
CNPY3,6,42896938,42907025
OR10AB1P,11,7749632,7750935
OR5P2,11,7817452,7818520
OR5P3,11,7846584,7847519
TEX15,8,30689060,30748122
OR10A6,11,7949180,7950209
C10orf120,10,124457225,124459338
OCRL,X,128673826,128726538
OR10A3,11,7960081,7961141
C2orf81,2,74641304,74648718
C1QL2,2,119913819,119916465
NLRP10,11,7980971,7986973
HOXD3,2,177001340,177039577
PAEP,9,138453602,138458801
STEAP3,2,119981384,120023228
FAM100B,17,74261283,74267375
PATE3,11,125658006,125661495
EIF3F,11,7991798,8023409
HDAC5,17,42154114,42201070
IL17RC,3,9958758,9975314
PAK6,15,40509629,40569688
VTN,17,26694297,26700110
TUBE1,6,112391980,112408716
OGDH,7,44646171,44748665
ATP9A,20,50213053,50385173
QRICH2,17,74270130,74303761
ECE2,3,183967438,184010819
C10orf68,10,32832297,33171802
ACOT2,14,74034324,74042357
HNRNPM,19,8509651,8553998
LACTB,15,63413999,63434260
SAMD9,7,92728829,92747336
EVC,4,5712924,5830772
CTCF,16,67596310,67673086
ACOT4,14,74058410,74063200
MYL10,7,101256605,101272576
SAMD9L,7,92759368,92777682
ACOT6,14,74077649,74086592
C1orf138,1,150533480,150533969
MCL1,1,150547032,150552066
TMEM86A,11,18714669,18726332
CXXC5,5,139026884,139063467
DNAL1,14,74111578,74165604
ANKRD11,16,89334038,89556969
FOSB,19,45971253,45978437
NCALD,8,102698771,103137135
PURG,8,30853321,30891231
ZMIZ1,10,80828792,81076276
C6orf47,HSCHR6_MHC_MCF,31702358,31704832
RETNLB,3,108462271,108476231
DOLPP1,9,131843379,131852717
HOXD4,2,177015950,177020802
ARHGDIB,12,15094951,15114662
GPANK1,HSCHR6_MHC_MCF,31705289,31710343
METTL3,14,21966191,21979517
PSMD8,19,38865176,38874464
RIPPLY2,6,84562985,84567234
CDX1,5,149546359,149565107
TRAT1,3,108541545,108573852
ENSA,1,150573327,150602088
XKR9,8,71581600,71702606
STX1B,16,31000577,31021949
HOXD1,2,177053307,177055688
KIF21A,12,39687030,39837192
SLC6A7,5,149569520,149602351
GNG13,16,848041,850733
EYA1,8,72109668,72274467
GPKOW,X,48970334,48980151
GUCA1C,3,108626639,108672742
ACTL8,1,18081808,18153558
SNIP1,1,38002142,38019903
NCOR1,17,15934718,16121499
IGSF22,11,18725852,18747777
DUSP8,11,1575274,1593150
GNMT,6,42928496,42931618
IGSF21,1,18434240,18704977
PRR25,16,855443,863861
ATP6V1G2,HSCHR6_MHC_QBL,31502517,31504899
MOB3C,1,47073387,47082563
LMF1,16,903634,1031318
DNAJA1,9,33025209,33039905
PXK,3,58318607,58411748
DNALI1,1,38022520,38032458
COQ9,16,57481337,57495187
MORC1,3,108677086,108836989
MTX2,2,177134123,177202753
C2orf76,2,120059801,120124404
VARS,HSCHR6_MHC_SSTO,31735249,31752710
KCNAB1,3,155755490,156256545
SERHL2,22,42949623,42970388
RPS27L,15,63418071,63450220
TBC1D23,3,99979844,100044095
ANP32B,9,100745638,100778225
MLKL,16,74705753,74734858
STX4,16,31044210,31054296
HEPACAM2,7,92817899,92855837
RAB8B,15,63481668,63559981
WRN,8,30891317,31031285
PRPSAP1,17,74305567,74380602
WDR54,2,74648805,74652882
C9orf142,9,139886870,139888436
IL12RB2,1,67773047,67862583
ENPP6,4,185009859,185142383
HOXC13,12,54332535,54340328
PRKCE,2,45878484,46415129
HOXC12,12,54348618,54352740
TEAD2,19,49843852,49865714
SLC35G1,10,95653730,95715819
C6orf225,6,112408802,112423993
CAMK2A,5,149599054,149669854
AHNAK2,14,105403581,105444694
ARL13A,X,100224697,100245818
DBI,2,120124497,120130126
PPT2,HSCHR6_MHC_MANN,32160665,32179182
TMEM187,X,153237778,153248646
APLN,X,128779240,128788933
SMARCD1,12,50478755,50494495
KRTAP5-1,11,1605572,1606513
KRTAP5-2,11,1618409,1619524
PDE6H,12,15125956,15134799
HOXC11,12,54366910,54371427
XPNPEP2,X,128872950,128903514
KRTAP5-3,11,1628795,1629693
IRAK1,X,153275951,153285431
KRTAP5-4,11,1642188,1643368
PNMA1,14,74178494,74181128
ZNF347,19,53627325,53662328
RERG,12,15260717,15501609
HOXC10,12,54378849,54384063
ELMSAN1,14,74181825,74256988
IRF2,4,185308867,185395734
LRRC16B,14,24521206,24538937
MAGIX,X,49019061,49024822
SERBP1,1,67873493,67896098
PATE4,11,125703211,125709964
RTN2,19,45988547,46000319
NRG1,8,31496902,32622548
SPHK1,17,74372665,74383941
SPG7,16,89557325,89624176
GNL2,1,38032417,38061536
ATPAF1,1,47098409,47139539
HYLS1,11,125753509,125770543
PHAX,5,125935960,125962944
KRTAP5-5,11,1651033,1652160
KRTAP5-6,11,1718425,1718985
IFITM10,11,1753640,1771821
PIGV,1,27113963,27124889
CRMP1,4,5749811,5894785
PEX6,6,42931608,42946958
C5orf48,5,125967414,125971979
PUS3,11,125763381,125773116
GGN,19,38874905,38878722
DPPA2,3,109012635,109035364
PLP2,X,49028273,49031588
C14orf79,14,105452112,105476819
SETD8,12,123868320,123893905
PTPRO,12,15475331,15750333
LAMA4,6,112429963,112576141
TMEM37,2,120187477,120196096
TUB,11,8040791,8127659
DDX25,11,125773271,125793158
GCNT2,6,10492456,10629601
DPPA4,3,109044988,109056419
PRICKLE3,X,49031151,49042845
CRAT,9,131857089,131873468
ST7,7,116593292,116870157
GOLPH3L,1,150618701,150669630
ZNF665,19,53662466,53696639
SPRED3,19,38879061,38886881
ZNF544,19,58739960,58788815
LPAR5,12,6728001,6745613
KLB,4,39408473,39453156
ZNF677,19,53731577,53758151
TRMT2B,X,100264335,100307105
CDCA4,14,105475910,105487485
CUZD1,10,124591665,124639146
RPL9,4,39455744,39460568
NFKBIL1,HSCHR6_MHC_QBL,31504921,31517943
CYB5R4,6,84569362,84670146
KLHDC7A,1,18807424,18812478
C1GALT1,7,7196565,7288251
FAM98C,19,38893775,38899728
ITGB1,10,33189247,33294720
UBE2O,17,74385532,74449288
PAX7,1,18957500,19075360
TMC7,16,18995256,19075264
ZDHHC18,1,27153201,27183391
RSPO1,1,38076951,38100595
PLCE1,10,95753746,96088149
NANS,9,100819021,100845357
FAM227B,15,49619159,49913128
SALL4,20,50400581,50419059
TBCK,4,106965474,107242652
C21orf37,21,18811208,18821503
KIAA0494,1,47124366,47184824
HLA-DQA2,HSCHR6_MHC_DBB,32688301,32694153
TAS1R2,1,19166093,19186176
VN1R2,19,53761545,53765090
CACNA1G,17,48638429,48704835
MRPL45,17,36452989,36479101
SFN,1,27189633,27190947
RASGRP4,19,38899695,38916945
CXADR,21,18884700,18965897
PVRL3,3,110788918,110994410
POLDIP3,22,42979727,43010968
ALDH4A1,1,19197926,19229275
TACR2,10,71163659,71176623
MEGF9,9,123363091,123476748
TSSC1,2,3192696,3381653
COL28A1,7,7395834,7575484
HORMAD1,1,150670536,150693364
CASP3,4,185548850,185570663
APH1B,15,63568217,63601325
SSR3,3,156257929,156272973
CPNE6,14,24540046,24547309
CUX1,7,101459219,101927250
CTSD,11,1773982,1785222
RLTPR,16,67679030,67691456
CCDC132,7,92861653,92988338
OR7A5,19,14903302,14946188
GPN2,1,27205773,27216788
SASH3,X,128913955,128929177
VN1R4,19,53769929,53770972
CSNK2B,HSCHR6_MHC_MCF,31709296,31717606
BIRC8,19,53792856,53794875
RTKN,2,74652963,74669549
ZNF845,19,53837002,53858122
SALL2,14,21989232,22005350
C17orf53,17,42219274,42239844
ZNF525,19,53868946,53895470
GPR132,14,105515728,105531782
CCL18,17,34391640,34399392
RRM2B,8,103216730,103251346
C1orf109,1,38147242,38157914
RIC3,11,8127597,8190602
C15orf56,15,40542865,40545170
TEX38,1,47134527,47139266
GPR152,11,67218772,67220200
PLCB2,15,40570377,40600136
DKKL1,19,49865040,49878373
CABP4,11,67219877,67226699
JAG2,14,105607318,105635161
POLR2C,16,57496299,57505922
PPM1N,19,45992035,46005768
HNRNPA3,2,178077291,178086111
ZFP64,20,50668202,50820847
ZDHHC9,X,128937264,128977885
CYP4B1,1,47223510,47285085
GPR179,17,36481413,36499730
CASP1,11,104896170,104972158
GPATCH3,1,27216979,27226957
HOXC5,12,54379629,54429145
ACRBP,12,6747241,6756626
OR7C1,19,14909958,14911023
AANAT,17,74449433,74466199
OR7A10,19,14951760,14952689
PITPNA,17,1421012,1466110
OR7A17,19,14991138,14992264
ZNF765,19,53893046,53930574
TSPAN18,11,44748015,44953972
OR7C2,19,15052301,15053260
LTA,HSCHR6_MHC_QBL,31530070,31532342
SLC1A6,19,15060846,15133802
CD96,3,111260926,111384597
TMEM35,X,100333709,100351353
MRAP2,6,84743475,84800600
RHBDF2,17,74466973,74497872
IFFO2,1,19230775,19283180
CENPI,X,100353178,100418670
PPIF,10,81107225,81115093
KIAA1009,6,84833960,84937353
SOCS7,17,36508111,36556019
HLA-DQB2,HSCHR6_MHC_DBB,32703042,32710500
SLC18A3,10,50818347,50820765
SLC46A1,17,26721661,26734215
VASP,19,46009837,46030241
SYT8,11,1848709,1858751
NEU1,HSCHR6_MHC_SSTO,31817326,31822599
HOXC6,12,54384408,54424607
FBXW2,9,123514256,123555690
FAM138A,1,34554,36081
CDCA8,1,38158090,38175391
HOXC9,12,54388679,54397121
DRP2,X,100474758,100519486
ZDHHC11B,5,710475,767067
PKP4,2,159313476,159539391
PPP2R5D,6,42952237,42980080
SYP,X,49044269,49056718
OR4F5,1,69091,70008
PTPN5,11,18749475,18814268
OR4F29,1,367640,368634
TIPARP,3,156391024,156424559
CCDC155,19,49891475,49921251
OR4F16,1,621059,622053
CA12,15,63613577,63674360
HOXC8,12,54402832,54407570
SCTR,2,120197419,120282070
TMEM134,11,67231824,67236743
C4orf50,4,5958845,5991545
RILPL2,12,123899936,123921264
SAMD11,1,860260,879955
HOXC4,12,54410715,54449814
SNRNP35,12,123942188,123957701
OR10G3,14,22037934,22038875
TRAV1-1,14,22089991,22090720
UBR4,1,19401000,19536770
FGF7,15,49715293,50149346
OR10G2,14,22101992,22103096
ACD,16,67691433,67694713
TRAV1-2,14,22111109,22111798
CCDC111,4,185570767,185616117
ARHGAP23,17,36584662,36668628
OR4E2,14,22133297,22134238
TP53I11,11,44907454,44972840
C10orf53,10,50887697,50918307
TRAV2,14,22180544,22181066
PTGR2,14,74318547,74353530
TRAV3,14,22191960,22192568
HLA-DOB,HSCHR6_MHC_DBB,32758669,32762954
TRAV4,14,22204434,22205264
LMNB1,5,126112315,126172712
TRAV5,14,22217462,22217989
CACNA1F,X,49061523,49089833
ASB16,17,42247815,42256451
TRAV6,14,22236729,22237320
CDON,11,125825691,125933230
TRAV7,14,22251210,22251720
TRAV8-1,14,22265459,22266058
TRAV9-1,14,22279674,22280149
OGDHL,10,50942689,50970425
RILPL1,12,123955925,124018265
CTSS,1,150702551,150738433
TAF7L,X,100523241,100548059
TRAV10,14,22293636,22294239
TRAV12-1,14,22309422,22309956
MSC,8,72753784,72756703
TRAV8-2,14,22314719,22315403
TRAV8-3,14,22320735,22321183
NFE2L2,2,178092323,178257425
ZNF8,19,58790317,58807254
TRAV13-1,14,22337020,22337546
TRAV12-2,14,22356037,22356682
JAKMIP1,4,6027926,6202318
TRAV8-4,14,22362613,22363210
TRAV13-2,14,22386363,22386931
TNF,HSCHR6_MHC_QBL,31533585,31536356
NOC2L,1,879584,894689
TRAV14DV4,14,22392239,22392827
TRAV9-2,14,22409313,22409848
TRAV12-3,14,22433680,22434290
TRIM14,9,100831557,100881494
TRAV8-6,14,22446699,22447360
ASB16-AS1,17,42253354,42264082
TRAV16,14,22458735,22459177
TRAV17,14,22465778,22466407
TRAV18,14,22471345,22471912
BTG3,21,18965971,18985265
NUDC,1,27226729,27273353
TRAV19,14,22475751,22476420
FA2H,16,74746853,74808729
TSPAN15,10,71211229,71267425
TRAV20,14,22508840,22509399
TMUB2,17,42264338,42269099
TRAV21,14,22520773,22521315
TRAV22,14,22538820,22539471
TRAV23DV6,14,22554684,22555238
GLT6D1,9,138515502,138531386
LIAS,4,39460620,39479273
TRDV1,14,22564309,22564896
TRAPPC12,2,3383446,3488865
TRAV24,14,22573620,22574123
COQ7,16,19078921,19091417
NRL,14,24549316,24584223
TRAV25,14,22580300,22580984
GCNT6,6,10633993,10647501
LCN9,9,138555168,138558268
SMUG1,12,54558529,54582778
TRAV26-1,14,22591276,22592243
TRAV8-7,14,22600515,22600996
C6orf52,6,10671651,10695030
TRAV27,14,22615949,22616587
TRAV29DV5,14,22631134,22631766
SOHLH1,9,138585253,138591374
TRAV30,14,22636325,22636884
TRAV26-2,14,22670477,22671262
CTSK,1,150768684,150780799
TRAV34,14,22675418,22676025
EPHA10,1,38179552,38230805
TRAV35,14,22689792,22690371
TRAV36DV7,14,22694641,22695149
TMED2,12,124069078,124083116
WDR59,16,74907468,75034071
TRAV38-1,14,22739851,22740446
TRAV38-2DV8,14,22748988,22749631
PSD2,5,139175406,139224051
BEND6,6,56819773,56892140
ANKRD63,15,40573645,40574787
TRAV39,14,22771939,22772438
ARSI,5,149675906,149718870
PCK2,14,24563262,24579807
RPS4X,X,71475529,71497150
LTB,HSCHR6_MHC_QBL,31538575,31540542
UNC45A,15,91471728,91497323
ZSCAN22,19,58838385,58853698
NR0B2,1,27237980,27240457
TCOF1,5,149737202,149779870
MECP2,X,153287024,153402578
A1BG,19,58856544,58864865
C1orf172,1,27276053,27286897
INO80B,2,74682150,74688011
KCNT1,9,138594031,138684992
KIN,10,7795188,7829990
ZBED2,3,111311747,111314290
KLHL17,1,895967,901095
TRNP1,1,27320198,27327389
DOK4,16,57505863,57521239
TAP2,HSCHR6_MHC_DBB,32759673,32784578
IL7R,5,35852797,35879705
RPL13,16,89627065,89630950
PLCXD2,3,111393523,111565294
PARD6A,16,67694851,67696680
CYGB,17,74523438,74547257
C15orf52,15,40623653,40633168
LMO1,11,8245851,8290263
CYB5R3,22,43013846,43045574
FAM46B,1,27331511,27339327
ZNF668,16,31072164,31085641
ZNF813,19,53970989,54006950
ARNT,1,150782181,150849244
TRPA1,8,72932152,72987852
SLC9A1,1,27425306,27493472
FAM24B,10,124608594,124639157
FCHO2,5,72251808,72386349
LEKR1,3,156544096,156763918
UGDH,4,39500375,39529931
RYR1,19,38924339,39078204
ENKD1,16,67696848,67700667
ZNF331,19,54024235,54083523
MARCH3,5,126203406,126366500
SLC5A8,12,101549271,101604185
CCNL1,3,156864297,156878549
EPAS1,2,46520806,46613836
ITPRIPL2,16,19125254,19132946
TRAV40,14,22782922,22783351
GPD1,12,50497602,50505102
TRAV41,14,22788620,22789123
TRDV2,14,22891362,22892033
TIMM8A,X,100600649,100604184
TRDD1,14,22907539,22907546
TRDD2,14,22907999,22908007
EPS8,12,15773092,16035263
TRDD3,14,22918105,22918117
TRDJ1,14,22919081,22919131
C5orf63,5,126378250,126409184
TBX18,6,85444157,85474237
ING4,12,6759446,6772314
FUT10,8,33228342,33330940
SYT17,16,19179293,19279652
MEGF10,5,126626523,126801429
KAT6A,8,41786997,41909508
LY6G5B,HSCHR6_MHC_MCF,31713178,31717606
DTWD1,15,49913177,49937333
HMHA1,19,1065922,1086627
SMU1,9,33041762,33076665
NT5E,6,86159809,86205500
HLA-B,HSCHR6_MHC_COX,31312134,31315506
ZCCHC24,10,81142081,81205383
TRDJ4,14,22924241,22924288
TRDJ2,14,22925681,22925734
UBR5,8,103264501,103425069
TRDJ3,14,22928090,22928148
PRAM1,19,8554940,8567996
EIF5AL1,10,81272357,81276188
TRDC,14,22931924,22934779
NRG2,5,139226364,139422884
TRDV3,14,22938033,22938690
SFTPA2,10,81315608,81320163
TRAJ61,14,22944306,22944365
TRAJ59,14,22945543,22945596
TRAJ58,14,22946696,22946758
TRAJ57,14,22947861,22947923
UTP14A,X,129040097,129063737
CCDC105,19,15121556,15134081
TRAJ56,14,22948510,22948571
TRAJ54,14,22951276,22951335
PHLDB2,3,111451344,111695364
MLF1IP,4,185615772,185655287
TRAJ53,14,22951993,22952058
PHGR1,15,40643234,40648635
C16orf86,16,67700719,67702660
CASP14,19,15160195,15169104
TRAJ52,14,22955216,22955284
TRAJ50,14,22957581,22957640
TRAJ49,14,22958476,22958531
SOX8,16,1031808,1036979
ZFP106,15,42705021,42783321
STK33,11,8413418,8615836
PSMD5,9,123577774,123605229
ZDHHC21,9,14615530,14693469
PRDM11,11,45115564,45247734
MIOS,7,7606503,7648560
ZNF497,19,58865723,58874214
SRCIN1,17,36686251,36762183
SSTR5,16,1122756,1131454
PAK1IP1,6,10694928,10710015
KIAA1586,6,56911347,56920023
ATXN7L3,17,42269173,42277481
COX14,12,50505762,50559203
CBX5,12,54624724,54673955
SLC13A2,17,26800311,26824799
C1QTNF8,16,1140005,1146244
TMEM177,2,120436743,120444083
MRGPRX1,11,18955360,18961054
ZNF451,6,56951642,57035105
ZNF646,16,31085743,31095517
CERS5,12,50523575,50561288
TSHZ2,20,51588946,52107617
PTPN4,2,120517207,120741394
PRSS53,16,31094746,31100949
UTP20,12,101673887,101780394
DAPL1,2,159651829,159719293
PRCD,17,74523668,74549660
KCNB2,8,73449626,73850584
CACNA1H,16,1203241,1271771
NUDT14,14,105639275,105647660
SYT13,11,45261852,45307870
DDX55,12,124086624,124105482
TERF1,8,73921099,73960357
TANC1,2,159825146,160089170
ZNF217,20,52183604,52226446
OR1I1,19,15197791,15199032
ALDH8A1,6,135238528,135271260
PTH2,19,49925671,49926698
SYDE1,19,15218214,15225799
CYP4A11,1,47394849,47407156
VKORC1,16,31102163,31107301
SLC17A7,19,49932658,49945617
SNHG16,17,74553848,74561430
GFOD2,16,67708436,67753324
BCAS1,20,52553316,52687304
ATP5C1,10,7830092,7849778
MANEAL,1,38259474,38266809
NEUROG3,10,71331454,71332994
AGPS,2,178257372,178408564
ZMIZ2,7,44788180,44809477
C10orf35,10,71390007,71393352
ST6GALNAC2,17,74559792,74583038
LST1,HSCHR6_MHC_QBL,31544144,31546931
BTK,X,100604435,100641183
ATP8B4,15,50150435,50475014
WDSUB1,2,160092304,160143310
CHST1,11,45670427,45687172
YRDC,1,38268616,38273857
BCKDK,16,31117428,31124110
RANBP10,16,67757005,67840555
PLEKHN1,1,901877,911245
CPNE7,16,89642176,89663654
MRGPRX2,11,19076002,19082228
CER1,9,14719722,14722715
WDTC1,1,27561007,27635110
TNNI2,11,1860219,1862910
ST6GALNAC1,17,74620843,74639920
CARD16,11,104912053,104972158
SLC43A2,17,1477673,1532180
ZDHHC13,11,19138646,19197969
PPP2R4,9,131873229,131911225
C1orf122,1,38272651,38275126
ZNF837,19,58878985,58892427
CYP24A1,20,52769988,52790512
ABCD2,12,39943835,40013553
C1orf170,1,910579,917497
RPS5,19,58897767,58906173
ZNF414,19,8575462,8579048
TTC30B,2,178414973,178417742
MTF1,1,38279851,38325292
TTC30A,2,178479026,178483694
HES4,1,934342,935552
CCDC102A,16,57546090,57570511
PURA,5,139487362,139496321
PDE11A,2,178492797,178973066
IGIP,5,139505521,139508391
OPA3,19,46030685,46105470
COL13A1,10,71561644,71724031
SETDB1,1,150898739,150937213
CYSTM1,5,139554227,139661637
OPN1LW,X,153409698,153424507
PIH1D1,19,49949555,49956754
LSP1,11,1874200,1913497
ISG15,1,948803,949920
GPR4,19,46093022,46105466
SLC44A4,HSCHR6_MHC_SSTO,31822859,31838708
C17orf96,17,36827961,36831187
HNRNPA1,12,54673977,54680872
ZNF410,14,74353320,74399214
MLLT6,17,36861795,36886056
AGRN,1,955503,991496
CCDC22,X,49091927,49106987
EML2,19,46110252,46148887
BAZ2B,2,160175490,160473203
UBTF,17,42282401,42298994
USP3,15,63796793,63886839
CARD17,11,104963196,104972158
ZNF384,12,6775643,6798738
CARD18,11,105008448,105010453
WBP1,2,74685456,74688018
AIP,11,67250512,67258574
AP3M2,8,42010464,42029191
BCORL1,X,129115083,129192058
GRIA4,11,105480721,105852819
CLEC19A,16,19297061,19333467
LY6G5C,HSCHR6_MHC_MCF,31720744,31728100
DPRX,19,54135310,54140263
MXRA7,17,74668633,74707098
TMC5,16,19421818,19510435
NLRP12,19,54296857,54327648
ABHD10,3,111697857,111712210
FAM24A,10,124670217,124672627
FREM1,9,14734664,14910993
ILVBL,19,15225795,15236596
PFDN4,20,52824386,52844591
CBWD3,9,70849767,70914929
EGFL8,HSCHR6_MHC_MANN,32171812,32175485
SBSPON,8,73976775,74036323
FOXN1,17,26833261,26865914
JMJD6,17,74708919,74722866
DCAF11,14,24583404,24594451
RNF223,1,1007126,1009687
TMEM222,1,27648651,27662891
ATP5L2,22,43035809,43036607
RPL7,8,74202506,74208024
DOK5,20,53092136,53267710
C1orf159,1,1017198,1051741
ST7-OT4,7,116593953,116738860
MEA1,6,42979832,42981706
RPA3,7,7676149,7758238
C21orf91,21,19161284,19191703
CALCR,7,93053799,93204042
KLHDC3,6,42981951,42989036
UNC119,17,26873725,26879686
PARG,10,51026325,51130715
INPP5B,1,38326369,38412729
WFS1,4,6271576,6304992
C12orf40,12,40019969,40302102
CYP4X1,1,47427036,47516423
A4GALT,22,43088127,43117304
CERS2,1,150933059,150947479
TEX28P2,X,153424682,153445634
TMEM247,2,46656329,46711564
CAMK2N2,3,183977001,183979251
GPR114,16,57576333,57625593
OPN1MW,X,153448107,153461633
PFDN1,5,139624624,139682706
ABHD16A,HSCHR6_MHC_MCF,31731009,31747477
PSMD2,3,184016497,184026842
ARFGAP3,22,43192508,43254112
CAPSL,5,35904397,35938881
RPUSD4,11,126071993,126081587
TAGLN3,3,111717511,111732734
TMEM14C,6,10723148,10731362
WNT2,7,116916685,116963343
GIPR,19,46171502,46186982
TEX28P1,X,153461812,153482755
SFTPA1,10,81370695,81375197
ZNF584,19,58912871,58929694
RDH10,8,74206847,74237516
OPN1MW2,X,153485225,153498755
SNX14,6,86215214,86303874
ATP6V1E2,2,46717889,46769696
NRP1,10,33466420,33625190
ELF4,X,129198849,129244691
CAMSAP1,9,138700333,138799074
TMPRSS7,3,111753690,111800116
LYZL4,3,42438570,42452092
ASZ1,7,117003276,117068177
VEPH1,3,156977531,157251408
CORO2A,9,100883257,100954922
BRF1,14,105675623,105781926
C4orf34,4,39552541,39640710
PRRC1,5,126853301,126890782
TMEM171,5,72416119,72427644
TMEM14B,6,10747973,10930656
CISD3,17,36886488,36891297
FAM21D,10,51187938,51192032
ZNRF1,16,75032928,75144892
UBE2K,4,39699664,39784412
SNRPD2,19,46190712,46195827
MOGS,2,74688184,74692537
EIF2B1,12,124104953,124118313
STAU2,8,74332604,74659943
STRAP,12,16035325,16056412
PCGF2,17,36890150,36906070
MAP4K1,19,39078281,39109522
METTL23,17,74722912,74730018
SYTL1,1,27668513,27680421
FAM22B,10,81462983,81474437
QPCTL,19,46195741,46207247
FAM118B,11,126081309,126132881
AGAP8,10,51224688,51252947
LDHD,16,75145758,75150669
PIGS,17,26880401,26898890
TEX28,X,153498930,153523796
HBEGF,5,139712428,139726216
FOXP3,X,49106897,49121288
RHO,3,129247483,129254012
EMC1,1,19542158,19578046
EPB41L5,2,120770581,120936695
SRSF2,17,74730197,74733456
TKTL1,X,153524024,153558700
H1FOO,3,129262057,129270310
GADD45A,1,68150744,68154021
SLC35C1,11,45825623,45834566
TPSG1,16,1271651,1275257
ALDH16A1,19,49956426,49974305
FAM22E,10,81601114,81610632
SH2B2,7,101928405,101962178
CYP4Z1,1,47533160,47583991
MYADM,19,54369477,54379691
HDDC3,15,91474148,91475799
GNG12,1,68167149,68299150
NOC3L,10,96075004,96122716
SLC4A9,5,139739787,139754722
GPR56,16,57644564,57698944
MYO1F,19,8585674,8642461
ZNF132,19,58944181,58951589
TMEM174,5,72469022,72470970
DIRAS3,1,68511645,68517314
ANXA9,1,150954493,150968110
LIMA1,12,50569571,50677353
CYP4A22,1,47603107,47615413
PHF19,9,123617977,123639606
CHODL,21,19273580,19639690
WLS,1,68564142,68698803
TPSB2,16,1277272,1280214
C10orf88,10,124690419,124713919
CBLN4,20,54572496,54580528
PLXND1,3,129274018,129325661
RBM45,2,178977151,179001531
MFSD11,17,74731947,74777531
MC3R,20,54823788,54824871
TTLL10,1,1109264,1133315
FAM210B,20,54933971,54943719
SYCP2L,6,10748027,10979553
PDS5A,4,39824483,39979576
AGPAT1,HSCHR6_MHC_MANN,32175416,32185300
ZNF324B,19,58962971,58969200
C3orf52,3,111805182,111849851
FBXO46,19,46213887,46234162
PITPNM1,11,67259239,67273734
SNAP23,15,42783431,42837547
AURKA,20,54944445,54967393
KAT8,16,31127075,31142714
PRKRIP1,7,102004319,102067123
OSBPL6,2,179059208,179264160
ACSL1,4,185676749,185747972
SIX5,19,46268043,46272141
ZNF324,19,58978423,58984945
DMPK,19,46272975,46285810
CRY2,11,45868669,45904798
GCSAM,3,111839688,111852152
GNGT1,7,93220885,93540577
PDZK1IP1,1,47649265,47656716
PIGL,17,16120523,16252115
PPP2R2C,4,6322305,6565327
TNFRSF18,1,1138888,1142071
CTXN3,5,126984736,126994322
